Query Keyword,GenreId,Query Subgenre,API Results (raw),Passed Language Filter,Passed PrimaryGenre Filter (Games),Unique Added,Duplicates Skipped
urban planning,7002,Adventure,152,150,40,0,40
urban planning,7003,Arcade,152,150,40,0,40
urban planning,7004,Board,152,150,40,0,40
urban planning,7005,Card,152,150,40,0,40
urban planning,7006,Casino,152,150,40,0,40
urban planning,7007,Dice,152,150,40,0,40
urban planning,7008,Educational,152,150,40,0,40
urban planning,7009,Family,152,150,40,0,40
urban planning,7010,Kids,152,150,40,0,40
urban planning,7011,Music,152,150,40,0,40
urban planning,7012,Puzzle,152,150,40,0,40
urban planning,7013,Racing,152,150,40,0,40
urban planning,7014,Role Playing,152,150,40,0,40
urban planning,7015,Simulation,152,150,40,0,40
urban planning,7016,Sports,152,150,40,0,40
urban planning,7017,Strategy,152,150,40,0,40
urban planning,7018,Trivia,152,150,40,0,40
urban planning,7019,Word,152,150,40,0,40
sustainable mobility,6014,Games (primary),179,177,2,0,2
sustainable mobility,7001,Action,179,177,2,0,2
sustainable mobility,7002,Adventure,179,177,2,0,2
sustainable mobility,7003,Arcade,179,177,2,0,2
sustainable mobility,7004,Board,179,177,2,0,2
sustainable mobility,7005,Card,179,177,2,0,2
sustainable mobility,7006,Casino,179,177,2,0,2
sustainable mobility,7007,Dice,179,177,2,0,2
sustainable mobility,7008,Educational,179,177,2,0,2
sustainable mobility,7009,Family,179,177,2,0,2
sustainable mobility,7010,Kids,179,177,2,0,2
sustainable mobility,7011,Music,179,177,2,0,2
sustainable mobility,7012,Puzzle,179,177,2,0,2
sustainable mobility,7013,Racing,179,177,2,0,2
sustainable mobility,7014,Role Playing,179,177,2,0,2
sustainable mobility,7015,Simulation,179,177,2,0,2
sustainable mobility,7016,Sports,179,177,2,0,2
sustainable mobility,7017,Strategy,179,177,2,0,2
sustainable mobility,7018,Trivia,179,177,2,0,2
sustainable mobility,7019,Word,179,177,2,0,2
public transport,6014,Games (primary),184,180,8,8,0
public transport,7001,Action,184,180,8,0,8
public transport,7002,Adventure,184,180,8,0,8
public transport,7003,Arcade,184,180,8,0,8
public transport,7004,Board,184,180,8,0,8
public transport,7005,Card,185,181,8,0,8
public transport,7006,Casino,185,181,8,0,8
public transport,7007,Dice,184,180,8,0,8
public transport,7008,Educational,184,180,8,0,8
public transport,7009,Family,184,180,8,0,8
public transport,7010,Kids,184,180,8,0,8
public transport,7011,Music,184,180,8,0,8
public transport,7012,Puzzle,184,180,8,0,8
public transport,7013,Racing,184,180,8,0,8
public transport,7014,Role Playing,185,181,8,0,8
public transport,7015,Simulation,184,180,8,0,8
public transport,7016,Sports,184,180,8,0,8
public transport,7017,Strategy,184,180,8,0,8
public transport,7018,Trivia,184,180,8,0,8
public transport,7019,Word,184,180,8,0,8
green transport,6014,Games (primary),179,178,1,0,1
green transport,7001,Action,179,178,1,0,1
green transport,7002,Adventure,179,178,1,0,1
green transport,7003,Arcade,179,178,1,0,1
green transport,7004,Board,179,178,1,0,1
green transport,7005,Card,179,178,1,0,1
green transport,7006,Casino,179,178,1,0,1
green transport,7007,Dice,179,178,1,0,1
green transport,7008,Educational,179,178,1,0,1
green transport,7009,Family,179,178,1,0,1
green transport,7010,Kids,179,178,1,0,1
green transport,7011,Music,179,178,1,0,1
green transport,7012,Puzzle,179,178,1,0,1
green transport,7013,Racing,179,178,1,0,1
green transport,7014,Role Playing,179,178,1,0,1
green transport,7015,Simulation,179,178,1,0,1
green transport,7016,Sports,179,178,1,0,1
green transport,7017,Strategy,179,178,1,0,1
green transport,7018,Trivia,179,178,1,0,1
green transport,7019,Word,179,178,1,0,1
circular economy,6014,Games (primary),182,179,7,5,2
circular economy,7001,Action,182,179,7,0,7
circular economy,7002,Adventure,182,179,7,0,7
circular economy,7003,Arcade,182,179,7,0,7
circular economy,7004,Board,182,179,7,0,7
circular economy,7005,Card,182,179,7,0,7
circular economy,7006,Casino,182,179,7,0,7
circular economy,7007,Dice,182,179,7,0,7
circular economy,7008,Educational,182,179,7,0,7
circular economy,7009,Family,182,179,7,0,7
circular economy,7010,Kids,182,179,7,0,7
circular economy,7011,Music,182,179,7,0,7
circular economy,7012,Puzzle,182,179,7,0,7
circular economy,7013,Racing,182,179,7,0,7
circular economy,7014,Role Playing,182,179,7,0,7
circular economy,7015,Simulation,182,179,7,0,7
circular economy,7016,Sports,182,179,7,0,7
circular economy,7017,Strategy,182,179,7,0,7
circular economy,7018,Trivia,182,179,7,0,7
circular economy,7019,Word,182,179,7,0,7
sustainability economy,6014,Games (primary),180,177,1,0,1
sustainability economy,7001,Action,180,177,1,0,1
sustainability economy,7002,Adventure,180,177,1,0,1
sustainability economy,7003,Arcade,180,177,1,0,1
sustainability economy,7004,Board,180,177,1,0,1
sustainability economy,7005,Card,180,177,1,0,1
sustainability economy,7006,Casino,180,177,1,0,1
sustainability economy,7007,Dice,180,177,1,0,1
sustainability economy,7008,Educational,180,177,1,0,1
sustainability economy,7009,Family,180,177,1,0,1
sustainability economy,7010,Kids,180,177,1,0,1
sustainability economy,7011,Music,180,177,1,0,1
sustainability economy,7012,Puzzle,180,177,1,0,1
sustainability economy,7013,Racing,180,177,1,0,1
sustainability economy,7014,Role Playing,180,177,1,0,1
sustainability economy,7015,Simulation,180,177,1,0,1
sustainability economy,7016,Sports,180,177,1,0,1
sustainability economy,7017,Strategy,180,177,1,0,1
sustainability economy,7018,Trivia,180,177,1,0,1
sustainability economy,7019,Word,180,177,1,0,1
sustainable economy,6014,Games (primary),178,176,2,1,1
sustainable economy,7001,Action,178,176,2,0,2
sustainable economy,7002,Adventure,178,176,2,0,2
sustainable economy,7003,Arcade,178,176,2,0,2
sustainable economy,7004,Board,178,176,2,0,2
sustainable economy,7005,Card,178,176,2,0,2
sustainable economy,7006,Casino,178,176,2,0,2
sustainable economy,7007,Dice,178,176,2,0,2
sustainable economy,7008,Educational,178,176,2,0,2
sustainable economy,7009,Family,178,176,2,0,2
sustainable economy,7010,Kids,178,176,2,0,2
sustainable economy,7011,Music,178,176,2,0,2
sustainable economy,7012,Puzzle,178,176,2,0,2
sustainable economy,7013,Racing,178,176,2,0,2
sustainable economy,7014,Role Playing,178,176,2,0,2
sustainable economy,7015,Simulation,178,176,2,0,2
sustainable economy,7016,Sports,178,176,2,0,2
sustainable economy,7017,Strategy,178,176,2,0,2
sustainable economy,7018,Trivia,178,176,2,0,2
sustainable economy,7019,Word,178,176,2,0,2
responsible production,6014,Games (primary),153,146,0,0,0
responsible production,7001,Action,153,146,0,0,0
responsible production,7002,Adventure,153,146,0,0,0
responsible production,7003,Arcade,153,146,0,0,0
responsible production,7004,Board,153,146,0,0,0
responsible production,7005,Card,153,146,0,0,0
responsible production,7006,Casino,153,146,0,0,0
responsible production,7007,Dice,153,146,0,0,0
responsible production,7008,Educational,153,146,0,0,0
responsible production,7009,Family,153,146,0,0,0
responsible production,7010,Kids,153,146,0,0,0
responsible production,7011,Music,153,146,0,0,0
responsible production,7012,Puzzle,153,146,0,0,0
responsible production,7013,Racing,153,146,0,0,0
responsible production,7014,Role Playing,153,146,0,0,0
responsible production,7015,Simulation,153,146,0,0,0
responsible production,7016,Sports,153,146,0,0,0
responsible production,7017,Strategy,153,146,0,0,0
responsible production,7018,Trivia,153,146,0,0,0
responsible production,7019,Word,153,146,0,0,0
sustainable consumption,6014,Games (primary),179,176,0,0,0
sustainable consumption,7001,Action,179,176,0,0,0
sustainable consumption,7002,Adventure,179,176,0,0,0
sustainable consumption,7003,Arcade,179,176,0,0,0
sustainable consumption,7004,Board,179,176,0,0,0
sustainable consumption,7005,Card,179,176,0,0,0
sustainable consumption,7006,Casino,179,176,0,0,0
sustainable consumption,7007,Dice,179,176,0,0,0
sustainable consumption,7008,Educational,179,176,0,0,0
sustainable consumption,7009,Family,179,176,0,0,0
sustainable consumption,7010,Kids,179,176,0,0,0
sustainable consumption,7011,Music,179,176,0,0,0
sustainable consumption,7012,Puzzle,179,176,0,0,0
sustainable consumption,7013,Racing,179,176,0,0,0
sustainable consumption,7014,Role Playing,179,176,0,0,0
sustainable consumption,7015,Simulation,179,176,0,0,0
sustainable consumption,7016,Sports,179,176,0,0,0
sustainable consumption,7017,Strategy,179,176,0,0,0
sustainable consumption,7018,Trivia,179,176,0,0,0
sustainable consumption,7019,Word,179,176,0,0,0
sustainable lifestyle,6014,Games (primary),176,172,0,0,0
sustainable lifestyle,7001,Action,176,172,0,0,0
sustainable lifestyle,7002,Adventure,176,172,0,0,0
sustainable lifestyle,7003,Arcade,176,172,0,0,0
sustainable lifestyle,7004,Board,176,172,0,0,0
sustainable lifestyle,7005,Card,176,172,0,0,0
sustainable lifestyle,7006,Casino,176,172,0,0,0
sustainable lifestyle,7007,Dice,176,172,0,0,0
sustainable lifestyle,7008,Educational,176,172,0,0,0
sustainable lifestyle,7009,Family,176,172,0,0,0
sustainable lifestyle,7010,Kids,176,172,0,0,0
sustainable lifestyle,7011,Music,176,172,0,0,0
sustainable lifestyle,7012,Puzzle,176,172,0,0,0
sustainable lifestyle,7013,Racing,176,172,0,0,0
sustainable lifestyle,7014,Role Playing,176,172,0,0,0
sustainable lifestyle,7015,Simulation,176,172,0,0,0
sustainable lifestyle,7016,Sports,176,172,0,0,0
sustainable lifestyle,7017,Strategy,176,172,0,0,0
sustainable lifestyle,7018,Trivia,176,172,0,0,0
sustainable lifestyle,7019,Word,176,172,0,0,0
fair trade,6014,Games (primary),144,142,1,1,0
fair trade,7001,Action,144,142,1,0,1
fair trade,7002,Adventure,144,142,1,0,1
fair trade,7003,Arcade,144,142,1,0,1
fair trade,7004,Board,144,142,1,0,1
fair trade,7005,Card,144,142,1,0,1
fair trade,7006,Casino,144,142,1,0,1
fair trade,7007,Dice,144,142,1,0,1
fair trade,7008,Educational,144,142,1,0,1
fair trade,7009,Family,144,142,1,0,1
fair trade,7010,Kids,144,142,1,0,1
fair trade,7011,Music,144,142,1,0,1
fair trade,7012,Puzzle,144,142,1,0,1
fair trade,7013,Racing,144,142,1,0,1
fair trade,7014,Role Playing,144,142,1,0,1
fair trade,7015,Simulation,144,142,1,0,1
fair trade,7016,Sports,144,142,1,0,1
fair trade,7017,Strategy,144,142,1,0,1
fair trade,7018,Trivia,144,142,1,0,1
fair trade,7019,Word,144,142,1,0,1
energy management,6014,Games (primary),170,162,3,1,2
energy management,7001,Action,170,162,3,0,3
energy management,7002,Adventure,170,162,3,0,3
energy management,7003,Arcade,170,162,3,0,3
energy management,7004,Board,170,162,3,0,3
energy management,7005,Card,170,162,3,0,3
energy management,7006,Casino,170,162,3,0,3
energy management,7007,Dice,170,162,3,0,3
energy management,7008,Educational,170,162,3,0,3
energy management,7009,Family,170,162,3,0,3
energy management,7010,Kids,170,162,3,0,3
energy management,7011,Music,170,162,3,0,3
energy management,7012,Puzzle,170,162,3,0,3
energy management,7013,Racing,170,162,3,0,3
energy management,7014,Role Playing,170,162,3,0,3
energy management,7015,Simulation,170,162,3,0,3
energy management,7016,Sports,170,162,3,0,3
energy management,7017,Strategy,170,162,3,0,3
energy management,7018,Trivia,170,162,3,0,3
energy management,7019,Word,170,162,3,0,3
resource efficiency,6014,Games (primary),185,177,3,2,1
resource efficiency,7001,Action,185,177,3,0,3
resource efficiency,7002,Adventure,185,177,3,0,3
resource efficiency,7003,Arcade,185,177,3,0,3
resource efficiency,7004,Board,185,177,3,0,3
resource efficiency,7005,Card,185,177,3,0,3
resource efficiency,7006,Casino,185,177,3,0,3
resource efficiency,7007,Dice,185,177,3,0,3
resource efficiency,7008,Educational,185,177,3,0,3
resource efficiency,7009,Family,185,177,3,0,3
resource efficiency,7010,Kids,185,177,3,0,3
resource efficiency,7011,Music,185,177,3,0,3
resource efficiency,7012,Puzzle,185,177,3,0,3
resource efficiency,7013,Racing,185,177,3,0,3
resource efficiency,7014,Role Playing,185,177,3,0,3
resource efficiency,7015,Simulation,185,177,3,0,3
resource efficiency,7016,Sports,185,177,3,0,3
resource efficiency,7017,Strategy,185,177,3,0,3
resource efficiency,7018,Trivia,185,177,3,0,3
resource efficiency,7019,Word,185,177,3,0,3
resource management,6014,Games (primary),178,167,8,0,8
resource management,7001,Action,178,167,8,0,8
resource management,7002,Adventure,178,167,8,0,8
resource management,7003,Arcade,178,167,8,0,8
resource management,7004,Board,178,167,8,0,8
resource management,7005,Card,178,167,8,0,8
resource management,7006,Casino,178,167,8,0,8
resource management,7007,Dice,178,167,8,0,8
resource management,7008,Educational,178,167,8,0,8
resource management,7009,Family,178,167,8,0,8
resource management,7010,Kids,178,167,8,0,8
resource management,7011,Music,178,167,8,0,8
resource management,7012,Puzzle,178,167,8,0,8
resource management,7013,Racing,178,167,8,0,8
resource management,7014,Role Playing,178,167,8,0,8
resource management,7015,Simulation,178,167,8,0,8
resource management,7016,Sports,178,167,8,0,8
resource management,7017,Strategy,178,167,8,0,8
resource management,7018,Trivia,178,167,8,0,8
resource management,7019,Word,178,167,8,0,8
green business,6014,Games (primary),135,130,3,0,3
green business,7001,Action,135,130,3,0,3
green business,7002,Adventure,135,130,3,0,3
green business,7003,Arcade,135,130,3,0,3
green business,7004,Board,135,130,3,0,3
green business,7005,Card,135,130,3,0,3
green business,7006,Casino,135,130,3,0,3
green business,7007,Dice,135,130,3,0,3
green business,7008,Educational,135,130,3,0,3
green business,7009,Family,135,130,3,0,3
green business,7010,Kids,135,130,3,0,3
green business,7011,Music,135,130,3,0,3
green business,7012,Puzzle,135,130,3,0,3
green business,7013,Racing,135,130,3,0,3
green business,7014,Role Playing,135,130,3,0,3
green business,7015,Simulation,135,130,3,0,3
green business,7016,Sports,135,130,3,0,3
green business,7017,Strategy,135,130,3,0,3
green business,7018,Trivia,135,130,3,0,3
green business,7019,Word,135,130,3,0,3
sustainable finance,6014,Games (primary),173,172,0,0,0
sustainable finance,7001,Action,173,172,0,0,0
sustainable finance,7002,Adventure,173,172,0,0,0
sustainable finance,7003,Arcade,173,172,0,0,0
sustainable finance,7004,Board,173,172,0,0,0
sustainable finance,7005,Card,173,172,0,0,0
sustainable finance,7006,Casino,173,172,0,0,0
sustainable finance,7007,Dice,173,172,0,0,0
sustainable finance,7008,Educational,173,172,0,0,0
sustainable finance,7009,Family,173,172,0,0,0
sustainable finance,7010,Kids,173,172,0,0,0
sustainable finance,7011,Music,173,172,0,0,0
sustainable finance,7012,Puzzle,173,172,0,0,0
sustainable finance,7013,Racing,173,172,0,0,0
sustainable finance,7014,Role Playing,173,172,0,0,0
sustainable finance,7015,Simulation,173,172,0,0,0
sustainable finance,7016,Sports,173,172,0,0,0
sustainable finance,7017,Strategy,173,172,0,0,0
sustainable finance,7018,Trivia,173,172,0,0,0
sustainable finance,7019,Word,173,172,0,0,0
education,6014,Games (primary),180,177,6,6,0
education,7001,Action,180,177,6,0,6
education,7002,Adventure,180,177,6,0,6
education,7003,Arcade,180,177,6,0,6
education,7004,Board,180,177,6,0,6
education,7005,Card,180,177,6,0,6
education,7006,Casino,180,177,6,0,6
education,7007,Dice,180,177,6,0,6
education,7008,Educational,180,177,6,0,6
education,7009,Family,180,177,6,0,6
education,7010,Kids,180,177,6,0,6
education,7011,Music,180,177,6,0,6
education,7012,Puzzle,180,177,6,0,6
education,7013,Racing,180,177,6,0,6
education,7014,Role Playing,180,177,6,0,6
education,7015,Simulation,180,177,6,0,6
education,7016,Sports,180,177,6,0,6
education,7017,Strategy,180,177,6,0,6
education,7018,Trivia,180,177,6,0,6
education,7019,Word,180,177,6,0,6
educational,6014,Games (primary),176,172,15,10,5
educational,7001,Action,176,172,15,0,15
educational,7002,Adventure,176,172,15,0,15
educational,7003,Arcade,176,172,15,0,15
educational,7004,Board,176,172,15,0,15
educational,7005,Card,176,172,15,0,15
educational,7006,Casino,176,172,15,0,15
educational,7007,Dice,176,172,15,0,15
educational,7008,Educational,176,172,15,0,15
educational,7009,Family,176,172,15,0,15
educational,7010,Kids,176,172,15,0,15
educational,7011,Music,176,172,15,0,15
educational,7012,Puzzle,176,172,15,0,15
educational,7013,Racing,176,172,15,0,15
educational,7014,Role Playing,176,172,15,0,15
educational,7015,Simulation,176,172,15,0,15
educational,7016,Sports,176,172,15,0,15
educational,7017,Strategy,176,172,15,0,15
educational,7018,Trivia,176,172,15,0,15
educational,7019,Word,176,172,15,0,15
learning,6014,Games (primary),183,182,8,6,2
learning,7001,Action,183,182,8,0,8
learning,7002,Adventure,183,182,8,0,8
learning,7003,Arcade,183,182,8,0,8
learning,7004,Board,183,182,8,0,8
learning,7005,Card,183,182,8,0,8
learning,7006,Casino,183,182,8,0,8
learning,7007,Dice,183,182,8,0,8
learning,7008,Educational,183,182,8,0,8
learning,7009,Family,183,182,8,0,8
learning,7010,Kids,183,182,8,0,8
learning,7011,Music,183,182,8,0,8
learning,7012,Puzzle,183,182,8,0,8
learning,7013,Racing,183,182,8,0,8
learning,7014,Role Playing,183,182,8,0,8
learning,7015,Simulation,183,182,8,0,8
learning,7016,Sports,183,182,8,0,8
learning,7017,Strategy,183,182,8,0,8
learning,7018,Trivia,183,182,8,0,8
learning,7019,Word,183,182,8,0,8
learn sustainability,6014,Games (primary),174,167,7,3,4
learn sustainability,7001,Action,174,167,7,0,7
learn sustainability,7002,Adventure,174,167,7,0,7
learn sustainability,7003,Arcade,174,167,7,0,7
learn sustainability,7004,Board,174,167,7,0,7
learn sustainability,7005,Card,174,167,7,0,7
learn sustainability,7006,Casino,174,167,7,0,7
learn sustainability,7007,Dice,174,167,7,0,7
learn sustainability,7008,Educational,174,167,7,0,7
learn sustainability,7009,Family,174,167,7,0,7
learn sustainability,7010,Kids,174,167,7,0,7
learn sustainability,7011,Music,174,167,7,0,7
learn sustainability,7012,Puzzle,174,167,7,0,7
learn sustainability,7013,Racing,174,167,7,0,7
learn sustainability,7014,Role Playing,174,167,7,0,7
learn sustainability,7015,Simulation,174,167,7,0,7
learn sustainability,7016,Sports,174,167,7,0,7
learn sustainability,7017,Strategy,174,167,7,0,7
learn sustainability,7018,Trivia,174,167,7,0,7
learn sustainability,7019,Word,174,167,7,0,7
learning game,6014,Games (primary),190,190,31,22,9
learning game,7001,Action,190,190,31,0,31
learning game,7002,Adventure,190,190,31,0,31
learning game,7003,Arcade,190,190,31,0,31
learning game,7004,Board,190,190,31,0,31
learning game,7005,Card,190,190,31,0,31
learning game,7006,Casino,190,190,31,0,31
learning game,7007,Dice,190,190,31,0,31
learning game,7008,Educational,190,190,31,0,31
learning game,7009,Family,190,190,31,0,31
learning game,7010,Kids,190,190,31,0,31
learning game,7011,Music,190,190,31,0,31
learning game,7012,Puzzle,190,190,31,0,31
learning game,7013,Racing,190,190,31,0,31
learning game,7014,Role Playing,190,190,31,0,31
learning game,7015,Simulation,190,190,31,0,31
learning game,7016,Sports,190,190,31,0,31
learning game,7017,Strategy,190,190,31,0,31
learning game,7018,Trivia,190,190,31,0,31
learning game,7019,Word,190,190,31,0,31
teaching,6014,Games (primary),146,141,3,3,0
teaching,7001,Action,146,141,3,0,3
teaching,7002,Adventure,146,141,3,0,3
teaching,7003,Arcade,146,141,3,0,3
teaching,7004,Board,146,141,3,0,3
teaching,7005,Card,146,141,3,0,3
teaching,7006,Casino,146,141,3,0,3
teaching,7007,Dice,146,141,3,0,3
teaching,7008,Educational,146,141,3,0,3
teaching,7009,Family,146,141,3,0,3
teaching,7010,Kids,146,141,3,0,3
teaching,7011,Music,146,141,3,0,3
teaching,7012,Puzzle,146,141,3,0,3
teaching,7013,Racing,146,141,3,0,3
teaching,7014,Role Playing,146,141,3,0,3
teaching,7015,Simulation,146,141,3,0,3
teaching,7016,Sports,146,141,3,0,3
teaching,7017,Strategy,146,141,3,0,3
teaching,7018,Trivia,146,141,3,0,3
teaching,7019,Word,146,141,3,0,3
teaching sustainability,6014,Games (primary),175,172,12,6,6
teaching sustainability,7001,Action,175,172,12,0,12
teaching sustainability,7002,Adventure,175,172,12,0,12
teaching sustainability,7003,Arcade,175,172,12,0,12
teaching sustainability,7004,Board,175,172,12,0,12
teaching sustainability,7005,Card,175,172,12,0,12
teaching sustainability,7006,Casino,175,172,12,0,12
teaching sustainability,7007,Dice,175,172,12,0,12
teaching sustainability,7008,Educational,175,172,12,0,12
teaching sustainability,7009,Family,175,172,12,0,12
teaching sustainability,7010,Kids,175,172,12,0,12
teaching sustainability,7011,Music,175,172,12,0,12
teaching sustainability,7012,Puzzle,175,172,12,0,12
teaching sustainability,7013,Racing,175,172,12,0,12
teaching sustainability,7014,Role Playing,175,172,12,0,12
teaching sustainability,7015,Simulation,175,172,12,0,12
teaching sustainability,7016,Sports,175,172,12,0,12
teaching sustainability,7017,Strategy,175,172,12,0,12
teaching sustainability,7018,Trivia,175,172,12,0,12
teaching sustainability,7019,Word,175,172,12,0,12
edugame,6014,Games (primary),194,185,0,0,0
edugame,7001,Action,194,185,0,0,0
edugame,7002,Adventure,194,185,0,0,0
edugame,7003,Arcade,194,185,0,0,0
edugame,7004,Board,194,185,0,0,0
edugame,7005,Card,194,185,0,0,0
edugame,7006,Casino,194,185,0,0,0
edugame,7007,Dice,194,185,0,0,0
edugame,7008,Educational,194,185,0,0,0
edugame,7009,Family,194,185,0,0,0
edugame,7010,Kids,194,185,0,0,0
edugame,7011,Music,194,185,0,0,0
edugame,7012,Puzzle,194,185,0,0,0
edugame,7013,Racing,194,185,0,0,0
edugame,7014,Role Playing,194,185,0,0,0
edugame,7015,Simulation,194,185,0,0,0
edugame,7016,Sports,194,185,0,0,0
edugame,7017,Strategy,194,185,0,0,0
edugame,7018,Trivia,194,185,0,0,0
edugame,7019,Word,194,185,0,0,0
climate education,6014,Games (primary),174,172,13,1,12
climate education,7001,Action,174,172,13,0,13
climate education,7002,Adventure,174,172,13,0,13
climate education,7003,Arcade,174,172,13,0,13
climate education,7004,Board,174,172,13,0,13
climate education,7005,Card,174,172,13,0,13
climate education,7006,Casino,174,172,13,0,13
climate education,7007,Dice,174,172,13,0,13
climate education,7008,Educational,174,172,13,0,13
climate education,7009,Family,174,172,13,0,13
climate education,7010,Kids,174,172,13,0,13
climate education,7011,Music,174,172,13,0,13
climate education,7012,Puzzle,174,172,13,0,13
climate education,7013,Racing,174,172,13,0,13
climate education,7014,Role Playing,174,172,13,0,13
climate education,7015,Simulation,174,172,13,0,13
climate education,7016,Sports,174,172,13,0,13
climate education,7017,Strategy,174,172,13,0,13
climate education,7018,Trivia,174,172,13,0,13
climate education,7019,Word,174,172,13,0,13
serious game,6014,Games (primary),132,129,116,114,2
serious game,7001,Action,132,129,116,0,116
serious game,7002,Adventure,132,129,116,0,116
serious game,7003,Arcade,132,129,116,0,116
serious game,7004,Board,132,129,116,0,116
serious game,7005,Card,133,130,118,8,110
serious game,7006,Casino,133,130,118,0,118
serious game,7007,Dice,133,130,118,0,118
serious game,7008,Educational,132,129,116,0,116
serious game,7009,Family,132,129,116,0,116
serious game,7010,Kids,132,129,116,0,116
serious game,7011,Music,132,129,116,0,116
serious game,7012,Puzzle,132,129,116,0,116
serious game,7013,Racing,132,129,116,0,116
serious game,7014,Role Playing,132,129,116,0,116
serious game,7015,Simulation,132,129,116,0,116
serious game,7016,Sports,132,129,116,0,116
serious game,7017,Strategy,132,129,116,0,116
serious game,7018,Trivia,132,129,116,0,116
serious game,7019,Word,132,129,116,0,116
educational game,6014,Games (primary),197,197,46,23,23
educational game,7001,Action,197,197,46,0,46
educational game,7002,Adventure,197,197,46,0,46
educational game,7003,Arcade,197,197,46,0,46
educational game,7004,Board,197,197,46,0,46
educational game,7005,Card,197,197,46,0,46
educational game,7006,Casino,197,197,46,0,46
educational game,7007,Dice,197,197,46,0,46
educational game,7008,Educational,197,197,46,0,46
educational game,7009,Family,197,197,46,0,46
educational game,7010,Kids,197,197,46,0,46
educational game,7011,Music,197,197,46,0,46
educational game,7012,Puzzle,197,197,46,0,46
educational game,7013,Racing,197,197,46,0,46
educational game,7014,Role Playing,197,197,46,0,46
educational game,7015,Simulation,197,197,46,0,46
educational game,7016,Sports,197,197,46,0,46
educational game,7017,Strategy,197,197,46,0,46
educational game,7018,Trivia,197,197,46,0,46
educational game,7019,Word,197,197,46,0,46
sustainability game,6014,Games (primary),164,159,128,72,56
sustainability game,7001,Action,164,159,128,1,127
sustainability game,7002,Adventure,164,159,128,0,128
sustainability game,7003,Arcade,164,159,128,0,128
sustainability game,7004,Board,164,159,128,0,128
sustainability game,7005,Card,164,159,128,0,128
sustainability game,7006,Casino,164,159,128,0,128
sustainability game,7007,Dice,164,159,128,0,128
sustainability game,7008,Educational,164,159,128,0,128
sustainability game,7009,Family,164,159,128,0,128
sustainability game,7010,Kids,164,159,128,0,128
sustainability game,7011,Music,164,159,128,0,128
sustainability game,7012,Puzzle,164,159,128,0,128
sustainability game,7013,Racing,164,159,128,0,128
sustainability game,7014,Role Playing,164,159,128,0,128
sustainability game,7015,Simulation,164,159,128,0,128
sustainability game,7016,Sports,164,159,128,0,128
sustainability game,7017,Strategy,164,159,128,0,128
sustainability game,7018,Trivia,164,159,128,0,128
sustainability game,7019,Word,164,159,128,0,128
climate game,6014,Games (primary),168,167,114,43,71
climate game,7001,Action,168,167,114,1,113
climate game,7002,Adventure,168,167,114,0,114
climate game,7003,Arcade,168,167,114,0,114
climate game,7004,Board,168,167,114,0,114
climate game,7005,Card,168,167,114,0,114
climate game,7006,Casino,168,167,114,0,114
climate game,7007,Dice,168,167,114,0,114
climate game,7008,Educational,168,167,114,0,114
climate game,7009,Family,168,167,114,0,114
climate game,7010,Kids,168,167,114,0,114
climate game,7011,Music,168,167,114,0,114
climate game,7012,Puzzle,168,167,114,0,114
climate game,7013,Racing,168,167,114,0,114
climate game,7014,Role Playing,168,167,114,0,114
climate game,7015,Simulation,168,167,114,0,114
climate game,7016,Sports,168,167,114,0,114
climate game,7017,Strategy,168,167,114,0,114
climate game,7018,Trivia,168,167,114,0,114
climate game,7019,Word,168,167,114,0,114
eco game,6014,Games (primary),163,161,144,32,112
eco game,7001,Action,163,161,144,0,144
eco game,7002,Adventure,163,161,144,0,144
eco game,7003,Arcade,163,161,144,0,144
eco game,7004,Board,163,161,144,0,144
eco game,7005,Card,163,161,144,0,144
eco game,7006,Casino,163,161,144,0,144
eco game,7007,Dice,163,161,144,0,144
eco game,7008,Educational,163,161,144,0,144
eco game,7009,Family,163,161,144,0,144
eco game,7010,Kids,163,161,144,0,144
eco game,7011,Music,163,161,144,0,144
eco game,7012,Puzzle,163,161,144,0,144
eco game,7013,Racing,163,161,144,0,144
eco game,7014,Role Playing,163,161,144,0,144
eco game,7015,Simulation,163,161,144,0,144
eco game,7016,Sports,163,161,144,0,144
eco game,7017,Strategy,163,161,144,0,144
eco game,7018,Trivia,163,161,144,0,144
eco game,7019,Word,163,161,144,0,144
simulation,6014,Games (primary),180,179,173,153,20
simulation,7001,Action,180,179,173,0,173
simulation,7002,Adventure,180,179,173,0,173
simulation,7003,Arcade,180,179,173,0,173
simulation,7004,Board,180,179,173,0,173
simulation,7005,Card,180,179,173,0,173
simulation,7006,Casino,180,179,173,0,173
simulation,7007,Dice,180,179,173,0,173
simulation,7008,Educational,180,179,173,0,173
simulation,7009,Family,180,179,173,0,173
simulation,7010,Kids,180,179,173,0,173
simulation,7011,Music,180,179,173,0,173
simulation,7012,Puzzle,180,179,173,0,173
simulation,7013,Racing,180,179,173,0,173
simulation,7014,Role Playing,180,179,173,0,173
simulation,7015,Simulation,180,179,173,0,173
simulation,7016,Sports,180,179,173,0,173
simulation,7017,Strategy,180,179,173,0,173
simulation,7018,Trivia,180,179,173,0,173
simulation,7019,Word,180,179,173,0,173
simulator,6014,Games (primary),184,184,183,82,101
simulator,7001,Action,184,184,183,0,183
simulator,7002,Adventure,184,184,183,0,183
simulator,7003,Arcade,184,184,183,0,183
simulator,7004,Board,184,184,183,1,182
